,STATE,STATEABBRV,STATEFIPS,COUNTY,COUNTYFIPS,POPULATION,BUILDVALUE,AGRIVALUE,HRCN_EALP,RFLD_EALB,RFLD_EALP,RFLD_EALA,EAL,DISASTER_PER_YEAR_20,DISASTER_PER_YEAR_10,DISASTER_PER_YEAR_5,DISASTER_PER_YEAR_1,mean,count
1360,Vermont,VT,50,Windsor,027,57706,14789963397.0,28737754.0,0.001926400823233,4171441.679307199,0.004799429901989,77925.89340468193,30.372489626870806,0.6,0.4,0.0,0.0,5.397058823529412,68
1361,Virginia,VA,51,Accomack,001,33367,8985872343.0,187281750.0,0.019242605327439,1113257.6744962577,0.039132241589991,61003.96879288578,647.0016989754515,0.55,0.3,0.0,0.0,1.0,12
1362,Virginia,VA,51,Albemarle,003,112239,28735399405.0,34000826.0,0.007231265743525,10607.486880450999,0.0361117978841,61147.153939584154,39.476925785953924,0.3,0.1,0.0,0.0,2.6402439024390243,164
1363,Virginia,VA,51,Alleghany,005,15205,3097209570.0,3147336.0,0.00015871216918,756847.3508990409,0.04398599559678,2870.146821697564,10.621354139133901,0.3,0.1,0.0,0.0,5.142857142857143,7
1364,Virginia,VA,51,Amelia,007,13265,1996358212.0,99305201.0,0.000584904373514,167.62720961733004,8.9496534435e-05,1723.0693485778183,22.78551010476849,0.3,0.2,0.0,0.0,1.425,40
1365,Virginia,VA,51,Amherst,009,31300,4584162734.0,9340146.0,0.001130437071208,44417.53236897664,0.009096728426024,12850.682185529755,13.945273971001619,0.3,0.1,0.0,0.0,4.024390243902439,41
1366,Virginia,VA,51,Appomattox,011,16119,2544714108.0,11444326.0,0.000650280269792,32917.56590471165,0.000686918193166,2925.719196087024,16.543975545108857,0.3,0.1,0.0,0.0,2.0588235294117645,17
1367,Virginia,VA,51,Augusta,015,77457,15385868846.0,335565292.0,0.00323371184422,147533.1948475101,0.009866467169022,130898.2577156992,21.154755618085105,0.3,0.1,0.0,0.0,6.205882352941177,34
1368,Virginia,VA,51,Bath,017,4209,1178024607.0,7739826.0,5.4118394232e-05,431830.3345796448,0.001566720750704,6763.472589390069,16.790831949497857,0.35,0.1,0.0,0.0,5.333333333333333,12
1369,Virginia,VA,51,Bedford,019,79441,13874404444.0,30370764.0,0.002203595417725,64629.093583334325,0.009614167734135,8518.81697960895,13.417293300404218,0.3,0.1,0.0,0.0,2.6597938144329896,97
1370,Virginia,VA,51,Bland,021,6270,1111977086.0,10069166.0,2.3347157586e-05,124234.97839889384,0.005836359978684,3621.1586895425025,4.103754757498831,0.2,0.1,0.0,0.0,4.0,3
1371,Virginia,VA,51,Botetourt,023,33548,5756142876.0,16110134.0,0.000486812454753,165765.2848401449,0.027421029044501,20687.68140657965,7.037472326369975,0.3,0.1,0.0,0.0,4.2727272727272725,11
1372,Virginia,VA,51,Brunswick,025,15846,3194936667.0,26490460.0,0.001884141568199,40365.16257742425,0.000289841837593,793.7488589811794,102.22855559681761,0.35,0.2,0.0,0.0,3.75,8
1373,Virginia,VA,51,Buchanan,027,20340,2256743658.0,498677.0,8.4902257531e-05,1952477.749745041,0.140440872816052,54.84816423703409,3.1325462642697803,0.3,0.1,0.0,0.0,1.0,6
1374,Virginia,VA,51,Buckingham,029,16804,2728477095.0,49837780.0,0.001124520002213,72630.7795106799,0.001630542321344,28960.927980009135,27.2776361365514,0.25,0.1,0.0,0.0,4.017241379310345,58
1375,Virginia,VA,51,Campbell,031,55696,8563696321.0,29117683.0,0.00179790404729,127314.25525663469,0.003210167614864,15909.230809176825,13.358744220831836,0.3,0.1,0.0,0.0,2.9642857142857144,28
1376,Virginia,VA,51,Caroline,033,30855,4964169978.0,26273651.0,0.001647416130944,12887.918132711195,0.001769632607848,2544.1976555283195,25.153843782719925,0.35,0.2,0.0,0.0,2.234567901234568,81
1377,Virginia,VA,51,Carroll,035,29155,5492697092.0,51077024.0,0.000189321483129,150400.90846535188,0.002100927704635,5724.179963140256,7.380538974498703,0.15,0.1,0.0,0.0,5.5,12
1378,Virginia,VA,51,Charles City,036,6773,1408128759.0,19371191.0,0.002395583395279,11162.650998346477,0.000238354792902,1075.2244852650542,130.92732114119286,0.45,0.2,0.0,0.0,1.6666666666666667,6
1379,Virginia,VA,51,Charlotte,037,11522,2207614417.0,29797959.0,0.000631757393178,119791.86235376642,0.001229960677884,26407.493539079147,50.42430723704865,0.25,0.1,0.0,0.0,7.8125,16
1380,Virginia,VA,51,Chesterfield,041,364108,68229319911.0,5174981.0,0.079829755662178,290211.56278900447,0.026308008822736,1252.101536064108,78.39305761154851,0.4,0.2,0.0,0.0,2.776315789473684,76
1381,Virginia,VA,51,Clarke,043,14780,3177525004.0,18791834.0,0.000614861151255,204599.89565487704,0.002253184608075,4198.2339545351115,29.075906466263003,0.35,0.2,0.0,0.0,1.3333333333333333,6
1382,Virginia,VA,51,Craig,045,4883,910719649.0,5346424.0,3.9111569486e-05,18680.209201202688,0.001083747380113,35.48840098783105,4.406098997485902,0.35,0.2,0.0,0.0,8.2,5
1383,Virginia,VA,51,Culpeper,047,52534,9513037665.0,55674436.0,0.002646331853545,162365.1678540394,0.022415291685272,159006.65467864115,27.4550414158246,0.35,0.2,0.0,0.0,2.7419354838709675,31
1384,Virginia,VA,51,Cumberland,049,9675,1772887167.0,45654840.0,0.000655611155579,13809.21296159408,0.000298071265118,3148.5756779238154,51.87590418056898,0.25,0.1,0.0,0.0,2.314814814814815,54
1385,Virginia,VA,51,Dickenson,051,14122,1996416795.0,641398.0,4.7457210972e-05,178168.39358164006,0.005510115947008,5.470921919059844,2.711225831070408,0.35,0.1,0.0,0.0,4.666666666666667,6
1386,Virginia,VA,51,Dinwiddie,053,27925,4170525161.0,29476157.0,0.001834705906979,59721.58122410864,0.002265255309908,1852.9624777198912,32.00976566038787,0.45,0.2,0.0,0.0,2.3,20
1387,Virginia,VA,51,Essex,057,10595,2123445639.0,24144552.0,0.003164080680649,16974.11395222797,0.000934681897229,1280.912236962841,247.24353418222154,0.5,0.3,0.0,0.0,1.0,17
1388,Virginia,VA,51,Fairfax,059,1148223,212976554699.0,1426293.0,0.249789827205704,640239.7694867082,0.081238836773976,5513.571478490479,69.35772127015677,0.35,0.1,0.0,0.0,5.306666666666667,75
1389,Virginia,VA,51,Fauquier,061,72947,16640833045.0,62840130.0,0.003861817182378,217310.30962138087,0.022672827988019,90390.18141119581,36.12122187267508,0.35,0.2,0.0,0.0,2.45,80
1390,Virginia,VA,51,Floyd,063,15470,2718916415.0,38668631.0,0.000260433075508,41402.290549796206,0.000489542633352,1105.9257750794536,10.181133627336877,0.3,0.1,0.0,0.0,1.8,5
1391,Virginia,VA,51,Fluvanna,065,27249,3938611849.0,7025272.0,0.002172997888979,11876.609501505664,0.00014343164276,2124.279903193663,27.643119034484265,0.25,0.1,0.0,0.0,2.4166666666666665,36
1392,Virginia,VA,51,Franklin,067,54455,7815172367.0,79375185.0,0.001138252550238,81286.92354458006,0.010837257789615,10745.042272295188,8.971517355386915,0.25,0.1,0.0,0.0,1.725,40
1393,Virginia,VA,51,Frederick,069,91336,16775088560.0,38727396.0,0.005584076596059,68478.29462789776,0.013065825742249,11576.924717781252,26.662134261376643,0.35,0.2,0.0,0.0,4.588235294117647,34
1394,Virginia,VA,51,Giles,071,16775,2933558915.0,11097091.0,6.3135410646e-05,434429.1250500608,0.011800441894176,298.62002237671464,2.2112706186201847,0.35,0.1,0.0,0.0,7.75,4
1395,Virginia,VA,51,Gloucester,073,38711,6596099894.0,13419228.0,0.017865012666678,682620.8536939593,0.008150767668607,1634.2881735863386,133.4581988453149,0.45,0.1,0.0,0.0,4.1,10
1396,Virginia,VA,51,Goochland,075,24727,6313399147.0,13465677.0,0.00095159426224,23342.04781963355,0.00038946656426,2022.607767515136,32.10471933138758,0.25,0.1,0.0,0.0,1.8522727272727273,88
1397,Virginia,VA,51,Grayson,077,15333,2105958850.0,46825587.0,0.000104328494606,64503.41890491865,0.002821473066876,12088.237165337452,5.7344704450416035,0.15,0.1,0.0,0.0,4.5,14
1398,Virginia,VA,51,Greene,079,20552,2915200470.0,8729344.0,0.001271959344312,266503.4103284592,0.009125531191037,19220.208946602957,21.266595246034644,0.35,0.2,0.0,0.0,5.055555555555555,18
1399,Virginia,VA,51,Greensville,081,11379,1746511910.0,22310851.0,0.001729175605078,34353.08999801203,0.000356330212276,3133.940160638244,96.91419273261899,0.4,0.2,0.0,0.0,1.75,12
1400,Virginia,VA,51,Halifax,083,34002,6823546655.0,36561612.0,0.001244240317884,1625767.5334124563,0.00586971130993,97381.06902434144,34.886838049434196,0.45,0.2,0.0,0.0,1.3174603174603174,63
1401,Virginia,VA,51,Hanover,085,109963,23697732821.0,56498219.0,0.006804687455916,102615.52344785418,0.018134279002908,6306.870257745612,38.92584727843327,0.35,0.2,0.0,0.0,2.076923076923077,91
1402,Virginia,VA,51,Henrico,087,334329,56306026976.0,8357508.0,0.017251339668506,99769.31378627315,0.045286564896993,1012.2406570353684,26.976642938885636,0.45,0.2,0.0,0.0,4.090909090909091,22
1403,Virginia,VA,51,Henry,089,50948,10940982833.0,16198928.0,0.001335917383727,1343569.70453224,0.026514585706076,7831.413989602856,24.16037228984772,0.3,0.1,0.0,0.0,3.4782608695652173,46
1404,Virginia,VA,51,Isle of Wight,093,38586,8858524284.0,73660359.0,0.019198825108278,283564.398158552,0.003608900123008,4653.97758151059,201.2181032717542,0.5,0.3,0.0,0.0,2.1333333333333333,15
1405,Virginia,VA,51,James City,095,78221,17025681247.0,2349217.0,0.038305717896394,28321.11833407764,0.003525197584676,137.9888243605245,185.70218960933977,0.45,0.2,0.0,0.0,2.361111111111111,36
1406,Virginia,VA,51,King and Queen,097,6602,1677945449.0,21069933.0,0.002390226607612,68820.38396170072,0.000833398821542,347.67884951378755,383.3871215436256,0.55,0.4,0.0,0.0,1.9130434782608696,23
1407,Virginia,VA,51,King George,099,26676,5211529641.0,13671842.0,0.006445867637232,279.0076193975392,0.000317721120377,508.405617185074,195.22243475587783,0.5,0.2,0.0,0.0,3.090909090909091,11
1408,Virginia,VA,51,King William,101,17810,2774703890.0,16248678.0,0.005868095005165,86690.39124474414,0.001386243580531,1327.3273908826507,91.6923842711125,0.45,0.2,0.0,0.0,1.5405405405405406,37
1409,Virginia,VA,51,Lancaster,103,10919,3179735831.0,6367207.0,0.004517228258574,452246.8915780704,0.001352658477924,155.87644405316854,501.87604622320004,0.55,0.3,0.0,0.0,2.2222222222222223,9
1410,Virginia,VA,51,Lee,105,22166,3623504622.0,17506408.0,2.2655586574e-05,75422.00112672265,0.004108221118479,3213.511575681445,1.345104390002901,0.3,0.1,0.0,0.0,3.5714285714285716,7
1411,Virginia,VA,51,Loudoun,107,418601,58075165929.0,50452918.0,0.022232286616906,7273.06593579489,0.002530967976359,1159.8208160986135,22.39800965654928,0.3,0.2,0.0,0.0,2.8877551020408165,98
1412,Virginia,VA,51,Louisa,109,37590,6357743343.0,17170111.0,0.003147755500694,38858.04646876788,0.000525824487912,1224.9854377373135,54.49686500867667,0.3,0.1,0.0,0.0,2.7540983606557377,61
1413,Virginia,VA,51,Lunenburg,111,11930,2294498447.0,19669050.0,0.00093966624746,2973.753643082729,3.8495019739e-05,151.9678842044634,66.74145010657396,0.4,0.2,0.0,0.0,1.7272727272727273,11
1414,Virginia,VA,51,Madison,113,13837,2316185696.0,32572609.0,0.00101177573576,374645.72571656905,0.006719536632739,82621.70989708893,48.53991703517417,0.35,0.2,0.0,0.0,2.95,20
1415,Virginia,VA,51,Mecklenburg,117,30027,8309796700.0,57309654.0,0.002694501343885,26131.17677968072,0.002781635700714,4691.749569117441,113.46297817214929,0.35,0.1,0.0,0.0,3.68,25
1416,Virginia,VA,51,Middlesex,119,10607,3224534559.0,10113161.0,0.004419841622348,87032.8687673793,0.001064420266832,95.68838829937033,525.7962715751542,0.55,0.3,0.0,0.0,1.0,13
1417,Virginia,VA,51,Montgomery,121,99701,19143404376.0,27872071.0,0.000513769999039,175006.23667258688,0.034730879689701,310.6598279906192,3.0990101265089014,0.3,0.1,0.0,0.0,7.0,3
1418,Virginia,VA,51,Nelson,125,14738,4034656338.0,30645033.0,0.000735936394062,90388.28801960188,0.008216726907046,10021.112619234738,35.49337440696007,0.3,0.2,0.0,0.0,2.6470588235294117,17
1419,Virginia,VA,51,New Kent,127,22940,4098335641.0,5882318.0,0.007317548783956,63918.48789453462,0.001565223484491,120.73368367655944,101.606847552705,0.5,0.3,0.0,0.0,3.130434782608696,23
1420,Virginia,VA,51,Northampton,131,12215,2755651541.0,110108549.0,0.007170491235113,172703.75433006295,0.000765818637317,3298.0784282575746,548.4463118775,0.6,0.4,0.0,0.0,1.0,16
1421,Virginia,VA,51,Northumberland,133,11831,3768139076.0,23005215.0,0.004486976842271,497260.6637230238,0.001119222424023,370.43547439526515,502.1531753305609,0.55,0.3,0.0,0.0,1.0,10
1422,Virginia,VA,51,Nottoway,135,15638,2629775839.0,57961388.0,0.00132183545986,232.98284843497467,2.5680839239e-05,503.79150951944536,64.55318300869669,0.3,0.2,0.0,0.0,2.16,25
1423,Virginia,VA,51,Orange,137,36205,8179103642.0,129694469.0,0.003169603715514,208643.46832106324,0.00082069262322,162395.38772814194,74.19534975764441,0.35,0.1,0.0,0.0,3.5,18
1424,Virginia,VA,51,Page,139,23698,3743975043.0,172199264.0,0.001238567085902,704707.8692579451,0.006258659733032,129527.1631472542,33.946074490842086,0.25,0.1,0.0,0.0,5.0,6
1425,Virginia,VA,51,Patrick,141,17604,3562977662.0,19811942.0,0.000335927546703,283862.7124085442,0.006176722311684,11910.807075387234,22.071355571212592,0.2,0.1,0.0,0.0,1.6727272727272726,55
1426,Virginia,VA,51,Pittsylvania,143,60500,13037305274.0,83384134.0,0.002122210476017,771163.6585058571,0.019453266464992,115389.45654419888,29.667398342285466,0.35,0.1,0.0,0.0,2.0229885057471266,87
1427,Virginia,VA,51,Powhatan,145,30304,5970927164.0,12900150.0,0.00134765253913,18634.659318552513,0.000493667344519,2162.3809423882085,29.63720156857209,0.3,0.2,0.0,0.0,1.619718309859155,71
1428,Virginia,VA,51,Prince Edward,147,21274,3519150696.0,27293667.0,0.001248719627828,54088.60017319198,0.000374119672979,782.993155953061,42.77247395684168,0.25,0.1,0.0,0.0,2.8275862068965516,58
1429,Virginia,VA,51,Prince George,149,42930,5748795060.0,10651554.0,0.014551326586203,52544.69278211387,0.001079156399773,656.9541692649773,83.14387307495018,0.4,0.2,0.0,0.0,1.0833333333333333,24
1430,Virginia,VA,51,Prince William,153,481359,55259335282.0,13322512.0,0.091043431253066,11391.941492956168,0.102833344145903,4625.373405501505,37.224006284373495,0.35,0.2,0.0,0.0,5.575757575757576,33
1431,Virginia,VA,51,Pulaski,155,33795,7168152710.0,37839073.0,0.000171125818806,25195.735367167385,0.010325817982547,7553.588444762508,3.6593316179332005,0.2,0.1,0.0,0.0,5.75,8
1432,Virginia,VA,51,Rappahannock,157,7327,1687073699.0,11629076.0,0.000327366834159,299446.05148200766,0.002896879080357,12880.859227119672,32.6669631157939,0.45,0.2,0.0,0.0,1.391304347826087,23
1433,Virginia,VA,51,Richmond,159,8918,1848057108.0,19284742.0,0.00299788098227,49594.24434793996,0.0005248290698,1458.4781265390627,272.675542952263,0.5,0.2,0.0,0.0,1.7272727272727273,11
1434,Virginia,VA,51,Roanoke,161,96902,17226286679.0,2912127.0,0.001665161569137,209184.40317136276,0.033485109940204,2907.5462608069306,9.278435462689313,0.35,0.1,0.0,0.0,7.0,6
1435,Virginia,VA,51,Rockbridge,163,22631,3777227916.0,35525558.0,0.000720346640811,331256.09610177466,0.023931953878613,27847.542122734096,24.826705795867976,0.35,0.1,0.0,0.0,7.0,10
1436,Virginia,VA,51,Rockingham,165,83694,15887735546.0,912920654.0,0.003831303609261,1829740.1735050213,0.051213951410324,275226.3315813315,21.127695927883973,0.25,0.1,0.0,0.0,7.714285714285714,14
1437,Virginia,VA,51,Russell,167,25778,3558444014.0,26597957.0,9.4589361231e-05,37779.375626606015,0.007048673680775,2895.214572231326,3.5491943307085974,0.3,0.1,0.0,0.0,3.4545454545454546,11
1438,Virginia,VA,51,Scott,169,21551,4432599910.0,17837800.0,3.0455876283e-05,25985.868280432904,0.02628485555237,8838.611897533146,1.1540395855611452,0.3,0.1,0.0,0.0,5.5,2
1439,Virginia,VA,51,Shenandoah,171,44182,8682083907.0,163808482.0,0.002103389394221,2133510.8323204555,0.021329870062408,198661.7155220741,39.28404563326538,0.35,0.2,0.0,0.0,4.083333333333333,12
1440,Virginia,VA,51,Smyth,173,29780,5923318450.0,43079944.0,0.000131612276878,362893.97595515294,0.01723263379235,8135.660578130722,5.803072713637838,0.3,0.1,0.0,0.0,3.6,5
1441,Virginia,VA,51,Southampton,175,17985,2905658995.0,86090102.0,0.004155994000129,119272.37443676947,0.02283836588168,22451.411353220657,141.7461129516197,0.3,0.2,0.0,0.0,1.3636363636363635,11
1442,Virginia,VA,51,Spotsylvania,177,139768,22426376544.0,10330961.0,0.00684760024672,251082.8099885209,0.008233903420669,1956.4693637084188,23.20890928138968,0.2,0.1,0.0,0.0,3.6176470588235294,34
1443,Virginia,VA,51,Stafford,179,156513,27225688911.0,7026420.0,0.029453092315183,213779.00197407303,0.01913657099395,5191.380388107663,56.04084209059573,0.25,0.1,0.0,0.0,5.379310344827586,29
1444,Virginia,VA,51,Surry,181,6561,1413104622.0,32107907.0,0.003015829072782,21978.458694776247,0.000238885855136,530.3727116416795,419.49266572700293,0.55,0.4,0.0,0.0,3.0,7
1445,Virginia,VA,51,Sussex,183,10829,2136898115.0,47239296.0,0.001051089231277,241045.90308702015,0.001434151773834,6619.859587167541,59.7930987976077,0.45,0.2,0.0,0.0,1.1875,32
1446,Virginia,VA,51,Tazewell,185,40399,7144926625.0,28262661.0,0.000173250614888,3300381.4227781943,0.049095508878378,12102.591834524412,3.8056442643890103,0.35,0.1,0.0,0.0,6.4,5
1447,Virginia,VA,51,Warren,187,40715,6972705908.0,6752344.0,0.001503155758499,1237687.51772314,0.034955434232591,16869.26623905088,20.78182715490336,0.4,0.2,0.0,0.0,3.625,16
1448,Virginia,VA,51,Washington,191,53894,9382102621.0,79146413.0,0.000192818348334,22204.48397705622,0.007034735644428,11136.205416470277,2.4190996911534812,0.25,0.1,0.0,0.0,4.666666666666667,3
1449,Virginia,VA,51,Westmoreland,193,18477,4844180936.0,61122232.0,0.005585552738551,16389.5435822718,0.001907867008786,1055.239416155772,333.83367747524125,0.55,0.3,0.0,0.0,2.3125,16
1450,Virginia,VA,51,Wise,195,36104,5140293680.0,2698139.0,8.5121351459e-05,90310.832016618,0.029813617114817,279.3103746373222,2.02736075336296,0.3,0.1,0.0,0.0,4.35,20
1451,Virginia,VA,51,Wythe,197,28279,5430178827.0,75151848.0,0.00015535188262,16620.328629522974,0.023844272022772,28674.659057658184,6.494381407855151,0.25,0.1,0.0,0.0,2.8333333333333335,6
1452,Virginia,VA,51,York,199,70026,20020057829.0,1734820.0,0.036709322657939,390167.3678448516,0.018722634083937,200.18221409045876,256.57761787201684,0.5,0.2,0.0,0.0,3.4444444444444446,18
1453,West Virginia,WV,54,Barbour,001,15458,3252812850.0,6920248.0,7.398275887e-05,296054.93590244494,0.008374159298681,1124.3316481389743,5.306135394911107,0.3,0.3,0.0,0.0,7.5,2
1454,West Virginia,WV,54,Berkeley,003,122020,22457246790.0,29716213.0,0.006876334406458,270446.60703288025,0.029455887578316,4436.13076719486,24.626811540472815,0.3,0.1,0.0,0.0,7.2,5
1455,West Virginia,WV,54,Boone,005,21756,3560623331.0,165306.0,0.000106943052825,1028006.20157662,0.033159669203512,278.53927673930315,3.055800034543703,0.5,0.4,0.0,0.0,10.0,12
1456,West Virginia,WV,54,Braxton,007,12438,2757728784.0,5208397.0,4.9290445156e-05,511014.4077338732,0.009904014154967,8168.242409532963,4.867099842319952,0.45,0.5,0.0,0.0,10.0,7
1457,West Virginia,WV,54,Brooke,009,22549,4740624718.0,1441768.0,0.000175927269008,1722657.7483892816,0.018384140988778,752.8537574128528,5.852602646088396,0.3,0.2,0.0,0.0,10.0,8
1458,West Virginia,WV,54,Cabell,011,94158,20045294491.0,3080615.0,0.000330210724592,64587.874656735294,0.007699455043962,9782.161997190746,2.922794020396655,0.5,0.4,0.0,0.0,7.666666666666667,6
1459,West Virginia,WV,54,Calhoun,013,6220,1812478513.0,2733485.0,3.2951811022e-05,382205.5960674673,0.017723162405544,1457.551623926486,9.457123621511197,0.35,0.3,0.0,0.0,10.0,1
1460,West Virginia,WV,54,Clay,015,8050,1324536468.0,657802.0,2.9188171765e-05,860692.8482320787,0.009770413801838,88.48292458010387,1.99746088898036,0.4,0.3,0.0,0.0,5.5,2
1461,West Virginia,WV,54,Doddridge,017,7802,1975458243.0,2325576.0,5.5717135859e-05,326685.22485699813,0.010980380099094,1846.5324793450636,8.072524293170886,0.3,0.3,0.0,0.0,7.5,2
1462,West Virginia,WV,54,Fayette,019,40383,5823612027.0,1967851.0,0.000119410853297,826714.9731360193,0.015125090706976,1766.103384705016,1.5004595551710556,0.4,0.4,0.0,0.0,7.333333333333333,12
